risk,zip,latitude,longitude,facility_type,dba_name,address,neighborhood
Risk 3 (Low),60601.0,41.8858220479,-87.6323037351,grocery store,jalaram newsstand inc.,203 n la salle st ,Loop
Risk 3 (Low),60608.0,41.8469909977,-87.6755586112,grocery store,jalisco imports inc.,2455 s damen ave ,Lower West Side
Risk 3 (Low),60608.0,41.8463568161,-87.681117595,grocery store,jalisco imports inc.,2525 s blue island ave ,Lower West Side
Risk 1 (High),60623.0,41.8369238004,-87.7303689023,restaurant,jalisco restaurant,4224 w 31st st ,Little Village
Risk 1 (High),60647.0,41.9282939214,-87.7047344966,restaurant,jam,3057 w logan blvd ,Logan Square
Risk 1 (High),60622.0,41.8988680178,-87.6769893484,restaurant,jam,937-939 n damen ave ,East Village
Risk 1 (High),60614.0,41.9218491905,-87.6534302292,restaurant,jam n' honey,958 w webster ave ,Sheffield & DePaul
Risk 1 (High),60649.0,41.7516512938,-87.5640330015,restaurant,jam rock jerk inc,2455-2457 e 79th st ,South Chicago
Risk 2 (Medium),60653.0,41.8170826339,-87.6068587046,restaurant,jamaica food & liquor inc,4250 s cottage grove ave ,Grand Boulevard
Risk 2 (Medium),60653.0,41.8170297652,-87.6068579199,grocery store,jamaica food & liquor inc,4252 s cottage grove ave ,Grand Boulevard
Risk 3 (Low),60609.0,41.8016284162,-87.6454920146,other,jamaica island jerk chicken,5058 s halsted st ,New City
Risk 1 (High),60626.0,42.0192725933,-87.6724606584,restaurant,jamaica jerk,1631 w howard st ,Rogers Park
Risk 1 (High),60637.0,41.7766846147,-87.6059935789,restaurant,"jamaica jerk spice, inc",6500 s cottage grove ave ,Woodlawn
Risk 3 (Low),60616.0,41.8529492611,-87.6266527346,other,jamaica jerk villa,10 e cermak rd ,Near South Side
Risk 3 (Low),60616.0,41.852340853,-87.6239373649,other,jamaica jerk villa,2216 s michigan ave ,Near South Side
Risk 1 (High),60620.0,41.7505475391,-87.6430496425,restaurant,jamaica jerk villa,737 w 79th st ,Auburn Gresham
Risk 1 (High),60616.0,41.8529500249,-87.6267349743,restaurant,jamaica jerk villa,8 e cermak rd ,Near South Side
Risk 1 (High),60628.0,41.7079099282,-87.6430067378,restaurant,jamaican  gates,10226 s halsted st ,Washington Heights
Risk 1 (High),60652.0,41.7437771921,-87.7023725404,restaurant,jamaican jerk chicken,8216 s kedzie ave ,Ashburn
Risk 1 (High),60616.0,41.8311723043,-87.6214529907,restaurant,jamaican jerk king inc.,206 e 35th st ,Douglas
Risk 1 (High),60617.0,41.7389007481,-87.5858379229,restaurant,jamaican jerk palace,8554 s stony island ave ,Avalon Park
Risk 3 (Low),60653.0,41.8095670383,-87.6164467757,grocery store,jamaican marketplace inc.,4655 s dr martin luther king jr dr ,Grand Boulevard
Risk 1 (High),60620.0,41.7486247054,-87.6632518107,restaurant,jamaican me hungry,7959 s ashland ave ,Auburn Gresham
Risk 1 (High),60649.0,41.7517788847,-87.5710476925,restaurant,jamaican tropical cuisine,2200 e 79th st ,South Shore
Risk 1 (High),60620.0,41.7486247054,-87.6632518107,restaurant,jamaican tropical cuisine,7959 s ashland ave ,Auburn Gresham
Risk 2 (Medium),60606.0,41.8785312784,-87.6394274596,restaurant,jamba  juice  #481,225 s canal st ,West Loop
Risk 2 (Medium),60666.0,42.0085364009,-87.9144284393,restaurant,jamba juice,11601 w touhy ave ,other
Risk 2 (Medium),60607.0,41.864810816,-87.6469948594,restaurant,jamba juice,1322 s halsted st ,"Little Italy, UIC"
Risk 2 (Medium),60601.0,41.8850270035,-87.6280702063,restaurant,jamba juice,166 n state st ,Loop
Risk 2 (Medium),60602.0,41.8820575947,-87.6335332657,restaurant,jamba juice,190 w madison st ,Loop
Risk 2 (Medium),60602.0,41.8825402025,-87.6245309447,restaurant,jamba juice,20 n michigan ave ,Loop
Risk 2 (Medium),60614.0,41.919535935,-87.6617236943,restaurant,jamba juice,2112 n clybourn ave ,Lincoln Park
Risk 2 (Medium),60654.0,41.8880742811,-87.6349552029,restaurant,jamba juice,222 w merchandise mart plz ,River North
Risk 2 (Medium),60606.0,41.8785312784,-87.6394274596,restaurant,jamba juice,225 s canal st ,West Loop
Risk 2 (Medium),60657.0,41.9328286998,-87.645080351,restaurant,jamba juice,2800 n clark st ,Lake View
Risk 2 (Medium),60661.0,41.8819943382,-87.6397586849,restaurant,jamba juice,500 w madison st ,West Loop
Risk 2 (Medium),60611.0,41.8989485417,-87.6239749877,restaurant,jamba juice,875 n michigan ave ,Magnificent Mile
Risk 2 (Medium),60657.0,41.9400469097,-87.652393356,restaurant,jamba juice,920 w belmont ave ,Lake View
Risk 2 (Medium),60643.0,41.7202818823,-87.6818966977,restaurant,jamba juice,9521 s western ave ,Beverly
Risk 2 (Medium),60657.0,41.9328286998,-87.645080351,restaurant,jamba juice   #185,2800 n clark st ,Lake View
Risk 2 (Medium),60601.0,41.8850270035,-87.6280702063,restaurant,jamba juice  #343,166 n state st ,Loop
Risk 2 (Medium),60654.0,41.8880742811,-87.6349552029,restaurant,jamba juice  #576,222 w merchandise mart plz ,River North
Risk 2 (Medium),60661.0,41.8819943382,-87.6397586849,restaurant,jamba juice #189,500 w madison ,West Loop
Risk 2 (Medium),60601.0,41.8850270035,-87.6280702063,restaurant,jamba juice #343,166 n state st ,Loop
Risk 2 (Medium),60607.0,41.864810816,-87.6469948594,restaurant,jamba juice #511,1322 s halsted st ,"Little Italy, UIC"
Risk 2 (Medium),60643.0,41.7202818823,-87.6818966977,restaurant,jamba juice #586,9521 s western ave ,Beverly
Risk 2 (Medium),60602.0,41.8820575947,-87.6335332657,restaurant,jamba juice #628,190 w madison st ,Loop
Risk 2 (Medium),60614.0,41.919535935,-87.6617236943,restaurant,jamba juice #629,2112 n clybourn ave ,Lincoln Park
Risk 2 (Medium),60602.0,41.8825402025,-87.6245309447,restaurant,jamba juice #630,20 n michigan ave ,Loop
Risk 2 (Medium),60611.0,41.8920941369,-87.6115698839,restaurant,jamba juice and auntie anne's,600 e grand ave ,Streeterville
Risk 2 (Medium),60607.0,41.864810816,-87.6469948594,restaurant,jamba juice company,1322 s halsted st ,"Little Italy, UIC"
Risk 2 (Medium),60606.0,41.8780060626,-87.6340220322,restaurant,jamba juice company,209 w jackson blvd ,Loop
Risk 2 (Medium),60611.0,41.8989485417,-87.6239749877,restaurant,jamba juice company,875 n michigan ave ,Magnificent Mile
Risk 2 (Medium),60654.0,41.8880742811,-87.6349552029,restaurant,jamba juice company company,222 w merchandise mart plz ,River North
Risk 3 (Low),60647.0,41.9120917718,-87.6773549066,other,jambalayais,1653 n damen ave ,Wicker Park
Risk 1 (High),60613.0,41.9508081158,-87.6649582489,school,james g.blaine elementary school,1420 w grace(3800n) ,Lake View
Risk 1 (High),60611.0,41.8931967165,-87.625913848,restaurant,james hotel chicago,55 e ontario st ,River North
Risk 1 (High),60647.0,41.9299613466,-87.719212458,school,james monroe elementary sch.,3651 w schubert st ,Logan Square
Risk 1 (High),60651.0,41.9065468399,-87.7102327858,school,james russell  lowell elementary,3320 w hirsch ave ,Humboldt Park
Risk 1 (High),60632.0,41.8064638998,-87.6897828883,school,james shields middle school,2611 w 48th st ,Brighton Park
Risk 3 (Low),60618.0,41.9569259976,-87.6887002321,other,james spanos,4136 n western ave ,North Center
Risk 3 (Low),60618.0,41.946520533,-87.7078704486,other,james standard service,3201 w addison st ,Avondale
Risk 1 (High),60623.0,41.8611527782,-87.7031542881,school,james weldon johnson cpc,1504 s albany (3100w) ,North Lawndale
Risk 2 (Medium),60623.0,41.8618398259,-87.7031755962,school,james weldon johnson school,1420 s albany  (3100w) ,North Lawndale
Risk 3 (Low),60634.0,41.9387758414,-87.7690866707,grocery store,jamil mini mart inc.,3206 n major ave ,Portage Park
Risk 3 (Low),60609.0,41.8123521729,-87.6688667996,other,jamila's food market,4456 s hermitage ave ,New City
Risk 3 (Low),60641.0,41.9610389674,-87.7295157599,other,jan's deli to go inc,4040 w montrose ave ,Albany Park
Risk 3 (Low),60641.0,41.9610389674,-87.7295157599,other,"jan's deli to go, inc.",4040 w montrose ave ,Albany Park
Risk 2 (Medium),60617.0,41.6987149682,-87.5330125052,school,jane addams elementary,10810 s avenue h ,East Side
Risk 2 (Medium),60616.0,41.8572055435,-87.6449246536,school,jane addams high school,1814 s union ave (700w) ,Lower West Side
Risk 1 (High),60622.0,41.9159694093,-87.6699593798,restaurant,jane's,1653-1655 w cortland st ,Bucktown
Risk 1 (High),60643.0,41.7304878238,-87.6822120234,daycare above and under 2 years,janets community daycare inc.,8947 s western ave ,Beverly
Risk 1 (High),60659.0,41.9961393312,-87.716968345,other,jang mo nim restaurant,6320 n lincoln ave ,North Park
Risk 2 (Medium),60629.0,41.7647790188,-87.6850383567,restaurant,jani  fish & chicken,2444 w 71st st ,Chicago Lawn
Risk 2 (Medium),60647.0,41.9236952552,-87.6984085507,other,janice's kitchen,2333 n milwaukee ave ,Logan Square
Risk 1 (High),60622.0,41.9030725062,-87.6777551839,restaurant,janik's cafe,2011 w division st ,Ukrainian Village
Risk 1 (High),60622.0,41.8998338721,-87.6870961566,restaurant,janina's deli,1012 n western ave ,Ukrainian Village
Risk 1 (High),60657.0,41.9359140725,-87.6441126841,restaurant,janitzio burritos y tagueria,2933 n broadway ,Lake View
Risk 2 (Medium),60651.0,41.8989851042,-87.7179866792,grocery store,jannie candy land,3641 w augusta blvd ,Humboldt Park
Risk 2 (Medium),60628.0,41.7217713464,-87.6284365622,restaurant,janny's grill,154 w 95th st ,Roseland
Risk 1 (High),60636.0,41.7794212393,-87.6742415098,restaurant,janson drive- in,2006 w 63rd st ,Englewood
Risk 2 (Medium),60643.0,41.7135698994,-87.681985722,restaurant,janson's drive in,9900 s western ave ,Beverly
Risk 3 (Low),60641.0,41.9384664765,-87.7663567364,grocery store,janu convenient & food mart,5557 w belmont ave ,Belmont Cragin
Risk 1 (High),60640.0,41.9624751248,-87.6659873956,other,japanese american service center,4427 n clark st ,Uptown
Risk 1 (High),60654.0,41.8965851912,-87.6429961817,restaurant,japonais,600 w chicago ave ,River North
Risk 1 (High),60612.0,41.8689048143,-87.6834333001,restaurant,jarabe,2255 w taylor st ,"Little Italy, UIC"
Risk 1 (High),60634.0,41.9380329667,-87.817259602,restaurant,"jarbygs dalikan,",7616 w belmont ave ,Dunning
Risk 2 (Medium),60637.0,41.7943249341,-87.6185206053,grocery store,jardan food & liquor,317 e garfield blvd ,Washington Park
Risk 1 (High),60626.0,42.0159292215,-87.6688476105,restaurant,jarvis grill & wok,1517 w jarvis ave ,Rogers Park
Risk 1 (High),60626.0,42.0159292215,-87.6688476105,restaurant,jarvis gyros,1517 w jarvis ave ,Rogers Park
Risk 2 (Medium),60624.0,41.8787615674,-87.7254556587,grocery store,jasmin food,135 s pulaski rd ,Garfield Park
Risk 3 (Low),60625.0,41.9685476794,-87.7098363259,other,jasmine food,3232 w lawrence ave ,Albany Park
Risk 3 (Low),60625.0,41.9685476794,-87.7098363259,grocery store,"jasmine food & grocery, inc.",3232 w lawrence ave ,Albany Park
Risk 3 (Low),60625.0,41.9685476794,-87.7098363259,other,jasmine food mart inc.,3232 w lawrence ave ,Albany Park
Risk 1 (High),60634.0,41.9365988109,-87.7857281815,restaurant,jasmine rice,3103 n narragansett ave ,Belmont Cragin
Risk 1 (High),60634.0,41.9365988109,-87.7857281815,other,jasmine rice restaurant,3103 n narragansett ave ,Belmont Cragin
Risk 1 (High),60612.0,41.868783839,-87.6862446879,restaurant,jason wok,1014 s western ave ,"Little Italy, UIC"
Risk 1 (High),60607.0,41.8656511821,-87.6393446308,restaurant,jason's deli,1258 s canal st ,West Loop
Risk 1 (High),60601.0,41.8853504636,-87.629337393,restaurant,jason's deli,181 n dearborn st ,Loop
Risk 1 (High),60601.0,41.8856351708,-87.6293468988,restaurant,jason's deli,195 n dearborn st fl ,Loop
Risk 1 (High),60641.0,41.9536705749,-87.7353663668,restaurant,java  thai,4272 w irving park rd ,Irving Park
Risk 3 (Low),60640.0,41.9748585165,-87.6599758938,other,"java bubble tea house, ltd.",5108 n broadway ,Uptown
Risk 1 (High),60614.0,41.931894674,-87.6447607353,restaurant,java coast,2722 n clark st ,Lincoln Park
Risk 2 (Medium),60643.0,41.6992030515,-87.6688445609,other,java express,10701 s hale ave ,Morgan Park
Risk 1 (High),60659.0,41.9829373678,-87.7107260247,restaurant,java n mug,3247 w bryn mawr ave ,North Park
Risk 3 (Low),60657.0,41.9440161729,-87.6537767171,other,javacha cafe,3415 n clark st ,Lake View
Risk 3 (Low),60602.0,41.8820811366,-87.6315134139,other,jay candy store,120 w madison st ,Loop
Risk 3 (Low),60606.0,41.8830946028,-87.6356326607,grocery store,jay candy store,309 w washington st ,Loop
Risk 3 (Low),60611.0,41.8907144803,-87.6242698743,other,jay candy store,444 n michigan ave ,Magnificent Mile
Risk 3 (Low),60661.0,41.8781318177,-87.6415854364,grocery store,jay candy store,550 w jackson blvd ,West Loop
Risk 3 (Low),60620.0,41.7502619468,-87.6622558732,grocery store,jay food,1533 w 79th st ,Auburn Gresham
Risk 3 (Low),60606.0,41.881967467,-87.6351654428,grocery store,jay lobby shop,1 n franklin st ,Loop
Risk 2 (Medium),60647.0,41.9102507794,-87.684549458,restaurant,"jay's beef of chicago, inc.",2255 w north ave ,Wicker Park
Risk 1 (High),60631.0,42.0117715161,-87.8088036834,restaurant,jay's chinese kitchen,7254 w touhy ave ,Edison Park
Risk 3 (Low),60630.0,41.9764008098,-87.7880042263,grocery store,jay's food & liquor inc,5226 n nagle ave ,Norwood Park
Risk 3 (Low),60641.0,41.9385335318,-87.7610891552,other,jayannphy carry-out,5349 w belmont ave ,Belmont Cragin
Risk 3 (Low),60632.0,41.7931638723,-87.7183967253,grocery store,jayden's  la  tiendita,3803 w 55th st ,West Elsdon
Risk 3 (Low),60645.0,42.012039234,-87.6828364916,grocery store,"jaymadi foodmart, inc.",7127 n ridge blvd ,Rogers Park
Risk 1 (High),60607.0,41.8692167797,-87.6624938907,restaurant,jays on taylor,1421 w taylor ,"Little Italy, UIC"
Risk 2 (Medium),60624.0,41.8806262765,-87.7251115388,restaurant,jays snack,3973 w madison st ,Garfield Park
Risk 1 (High),60657.0,41.9398284136,-87.6523156988,restaurant,jazmine & nu-dle,919 w belmont ave ,Lake View
Risk 1 (High),60609.0,41.8304898733,-87.6762068763,restaurant,jazzy bean cafe,2022 w 35th st ,Mckinley Park
Risk 1 (High),60624.0,41.8672885008,-87.7171897059,other,jazzy bones catering,3644 w grenshaw apt 3,North Lawndale
Risk 1 (High),60649.0,41.758886518,-87.5656579533,other,jazzyknk catering,2419-2425 e 75th st ,South Shore
Risk 1 (High),60638.0,41.7985582782,-87.7430718662,restaurant,jb brandy's,5200 s cicero ave ,Garfield Ridge
Risk 3 (Low),60623.0,41.8555871844,-87.7052170206,other,jb fish & chicken,1877 s kedzie ave ,North Lawndale
Risk 3 (Low),60625.0,41.9661728683,-87.6789646808,grocery store,jb quick stop mart,4635 n damen ave ,Lincoln Square
Risk 1 (High),60640.0,41.9817233659,-87.6682876552,restaurant,jb's deli inc.,5501 n clark st ,Andersonville
Risk 3 (Low),60619.0,41.7511986942,-87.6033179723,grocery store,jbj mart,847 e 79 bldg ,Chatham
Risk 3 (Low),60618.0,41.9468272181,-87.6926837374,other,jc restaurant,2550 w addison st ,North Center
Risk 1 (High),60608.0,41.8559427811,-87.6760727526,restaurant,jc sandwiches,2000 w 19th st ,Lower West Side
Risk 1 (High),60621.0,41.7654584002,-87.6351620774,restaurant,jc's bbq,410 w 71st st ,Englewood
Risk 1 (High),60613.0,41.9510169482,-87.6542971901,daycare (2 - 6 years),jcys lakeview family center,957 w grace st ,Lake View
Risk 1 (High),60647.0,41.9103068777,-87.6811257204,daycare (2 - 6 years),jcys michael r. lutz family center,2129 w north ave ,Wicker Park
Risk 2 (Medium),60617.0,41.7384855012,-87.5515973195,other,jd freez,8622 s commercial ave ,South Chicago
Risk 2 (Medium),60639.0,41.9096700831,-87.7512132164,restaurant,jd's sausage,4948 w north ave ,Austin
Risk 3 (Low),60647.0,41.9178413838,-87.6789368287,other,jean samocki,2032 w armitage ave ,Bucktown
Risk 1 (High),60643.0,41.6947929461,-87.6616245022,restaurant,jean's cafe & restaurant,10936 s vincennes ave ,Morgan Park
Risk 1 (High),60608.0,41.8455207093,-87.6953849695,restaurant,jean's restaurant,2532 s california ave ,Little Village
Risk 1 (High),60620.0,41.7560782528,-87.6385395763,daycare combo 1586,jeane kenney ymca day care,7600 s parnell ave ,Grand Crossing
Risk 3 (Low),60657.0,41.9397683872,-87.6562207246,other,jeanny's chinese restaurant,1053 w belmont ave ,Lake View
Risk 1 (High),60626.0,42.0194925383,-87.672553839,other,jeanny's gourmet restaurant,1644 w howard st ,Rogers Park
Risk 2 (Medium),60628.0,41.7031858187,-87.6428645922,grocery store,jed's fruit & vegetable mrk,10500 s halsted st ,Washington Heights
Risk 1 (High),60652.0,41.7388004469,-87.721422559,other,jed's philippine trading,8451 s pulaski rd ,Ashburn
Risk 3 (Low),60620.0,41.7434475146,-87.6439797634,grocery store,jeff food & liquor,8258 s halsted st ,Auburn Gresham
Risk 1 (High),60641.0,41.9516187566,-87.7471207716,restaurant,jeff's red hots,3901 n cicero ave ,Portage Park
Risk 3 (Low),60623.0,41.8589103641,-87.7297821329,grocery store,jeffer food mart,4160 w 16th st ,North Lawndale
Risk 3 (Low),60651.0,41.8948057328,-87.7575940609,grocery store,jeffer food mart inc.,5249 w chicago ave ,Austin
Risk 1 (High),60630.0,41.9704883647,-87.7629192419,restaurant,"jefferson park grill, inc",5364 w gale  st ,Jefferson Park
Risk 1 (High),60661.0,41.8875316565,-87.6426779325,restaurant,jefferson tap and grille and the loft,323-325 n jefferson st ,West Loop
Risk 2 (Medium),60649.0,41.7663585634,-87.5755671312,grocery store,jeffery big market inc.,2016 e 71 st st ,South Shore
Risk 3 (Low),60649.0,41.7516950365,-87.5776912181,grocery store,jeffery food,1916 e 79th st ,South Shore
Risk 3 (Low),60649.0,41.7659204164,-87.5764402488,grocery store,jeffery food & tobacco,7104 s jeffery blvd ,South Shore
Risk 3 (Low),60649.0,41.7668180675,-87.5761708282,other,jeffery pub,7041 s jeffery blvd ,South Shore
Risk 2 (Medium),60649.0,41.766359356,-87.5753988787,restaurant,jeffery sub,2020 e 71st st ,South Shore
Risk 3 (Low),60649.0,41.7663721492,-87.573998225,other,jeffrey food & dollar,2056 e 71st st ,South Shore
Risk 3 (Low),60649.0,41.7569668999,-87.5762476242,other,jeffrey food mart,7600 s jeffery blvd ,South Shore
Risk 2 (Medium),60647.0,41.9228321006,-87.7210622035,school,jehovas lutheran church & school,3740 w belden ave ,Logan Square
Risk 1 (High),60619.0,41.7612913913,-87.6053199973,daycare combo 1586,"jelly bean learning center iii, inc",7331-7335 s cottage grove ,Grand Crossing
Risk 1 (High),60611.0,41.901042374,-87.6274901477,restaurant,jelly fish,1009-1011 n rush st ,Gold Coast
Risk 1 (High),60619.0,41.765801648,-87.6161827807,daycare above and under 2 years,jellybean learning center,358-370 e 71st st ,Grand Crossing
Risk 1 (High),60620.0,41.7393432081,-87.6630079192,daycare (2 - 6 years),jellybean learning center,8501 s ashland ave ,Auburn Gresham
Risk 1 (High),60619.0,41.765801648,-87.6161827807,daycare above and under 2 years,jellybean learning center academy ii,358-370 e 71st st ,Grand Crossing
Risk 1 (High),60637.0,41.7840288216,-87.6137800574,children's services facility,jellybean learning center iv,448-450 e 61st st ,Woodlawn
Risk 1 (High),60636.0,41.7794019039,-87.661552314,children's services facility,"jellybean learning center v, inc.",1455 w 63rd st ,Englewood
Risk 1 (High),60619.0,41.7600332477,-87.6052882335,daycare above and under 2 years,jellybean learning center vi,7411 s cottage grove ave ,Grand Crossing
Risk 1 (High),60619.0,41.7598064856,-87.6052823589,daycare (2 - 6 years),jellybean learning center vi,7419 s cottage grove ave ,Grand Crossing
